sentID.BTEC	split	lang	sent
556	corpus-6-train	MSA	سعراتها الحرارية منخفضة جدا . فقط 30 سعر .
557	corpus-6-train	MSA	أريد أن أحجز غرفة .
558	corpus-6-train	MSA	من أي مكان في اليابان أنت ؟
560	corpus-6-train	MSA	لسوء الحظ هو مشغول جداً في ذلك اليوم .
561	corpus-6-dev	MSA	في هذه الحالة ، أنصح بهذه الواحدة .
563	corpus-6-train	MSA	خدمة حجرة .
564	corpus-6-train	MSA	انتبهوا من فضلكم .
565	corpus-6-test-corpus-26-train	MSA	هل تستطيع أن تخفض سعرها لوجود بعض البقع بها ؟
567	corpus-6-train	MSA	هل لديك أية طوابع تذكارية ؟
568	corpus-6-train	MSA	هذه غرفة ثلاثة سبعة عشر . يمكنني أخذ بطانية أخرى ؟
569	corpus-6-train	MSA	هل تستطيع أن توصلني إلى المحطة في خمس عشرة دقيقة .
570	corpus-6-train	MSA	نحتاج رهن للعربة .
571	corpus-6-test-corpus-26-train	MSA	ارتطم بي شخص وبعد ذلك اكتشفت أن محفظتي قد سرقت .
572	corpus-6-train	MSA	لا يوجد أماكن شاغرة بالغرف ذات السرير الواحد ولكن توجد أماكن شاغرة بالغرف المزدوجة .
573	corpus-6-train	MSA	هل هذه التذكرة سارية فقط لليوم المحدد ؟
575	corpus-6-train	MSA	متى تصل إلى ميلانو ؟
576	corpus-6-train	MSA	هل لديكم شخص يتحدث اليابانية ؟
577	corpus-6-train	MSA	ما هي المحطة التي تذاع عليها الموسيقي الشعبية ؟
579	corpus-6-train	MSA	شركة الخطوط الجوية دلتا .
580	corpus-6-train	MSA	أريد إبريق قهوة .
581	corpus-6-train	MSA	هل تحتوي على حمام ومرحاض ؟
582	corpus-6-train	MSA	الوقت انتهى .
584	corpus-6-train	MSA	سمعت أنا السيد يامادا عنده ولدان .
586	corpus-6-train	MSA	أود أن أستأجر قارب شراعي .
588	corpus-6-train	MSA	هل بإمكانك عمل الأطباق في وقت لاحق ؟
589	corpus-6-train	MSA	أريد موقد غاز .
591	corpus-6-train	MSA	هل يمكنك تغيير الدولارات الأمريكية إلى جنيهات إسترلينية ؟
594	corpus-6-train	MSA	بالتأكيد يا سيدي . ما اسمك ؟
596	corpus-6-train	MSA	لست مرتديا للزي الرسمي .
597	corpus-6-train	MSA	ارجوا أن تحضر المرة القادمة فقط .
599	corpus-6-test-corpus-26-train	MSA	أنا غير متأكد إذا كنت قد حزمت ملابس كافية لرحلة مدتها ثلاثة أيام .
600	corpus-6-train	MSA	دولاران لكل واحدة .
604	corpus-6-train	MSA	لقد تأكدنا جميعا من أن الكراسات قد أرسلت إليكم عن طريق البريد .
605	corpus-6-train	MSA	ثمة عطل ما بالكاشفات الخلفية .
607	corpus-6-train	MSA	أرني بعض القفازات الجلدية من فضلك .
608	corpus-6-train	MSA	لقد تعطلت العربة . من فضلك أرسل شخص لإصلاحها .
609	corpus-6-train	MSA	هل بإمكانك أن تزكي لي كتاباً مصوراً لطفل يبلع من العمر 6 سنوات ؟
610	corpus-6-dev	MSA	هل من الممكن أن تحفظ أشيائي الثمينة من فضلك ؟
611	corpus-6-train	MSA	مرحباً هاري . أشكرك على دعوتك لنا .
612	corpus-6-test-corpus-26-train	MSA	حسناً ، أود أن أجرب النبيذ الأبيض .
614	corpus-6-train	MSA	إنهم في السينما حتى وقتنا هذا .
616	corpus-6-train	MSA	معي بها حوالي ألف دولار .
619	corpus-6-train	MSA	خطئي .
621	corpus-6-train	MSA	احتاج لبعض مشابك الغسيل .
623	corpus-6-train	MSA	أية أقراص مدمجة مستوردة ؟
625	corpus-6-train	MSA	سوف ادرس المحادثة بالإنجليزية .
627	corpus-6-train	MSA	هل قرأت أية كتب جيدة حديثاً ؟
629	corpus-6-train	MSA	سوف أقيم مع صديق في نيويورك .
631	corpus-6-test-corpus-26-train	MSA	إذا سأل أحد عني فأخبره بأني سوف أكون بالمقهى .
632	corpus-6-test-corpus-26-train	MSA	أنا متأكد أني وضعتها بالجيب الداخلي للمعطف .
633	corpus-6-train	MSA	هل عندك مكان من الممكن أن أترك فيه أمتعتي ؟
634	corpus-6-train	MSA	أتيت إلى هنا في عمل .
636	corpus-6-train	MSA	هل تعرف أية مدرسة غوص جيدة ؟
637	corpus-6-train	MSA	كم يكون السعر شاملاً الضرائب ؟
638	corpus-6-train	MSA	أعطني بعض المناديل الورقية .
639	corpus-6-train	MSA	الشقة المجاورة كثيرة الضوضاء .
640	corpus-6-train	MSA	نعم ، دكتور كريبس لا يفحص أي مريض بدون موعد مسبق .
641	corpus-6-test-corpus-26-test	MSA	هل يمكن أن تخبرين باسم ورقم الطرف الذي تريد الاتصال به ؟
642	corpus-6-train	MSA	هل هذه هدية ؟
643	corpus-6-test-corpus-26-train	MSA	هل ستدفع لي شركة الطيران لشراء بعض الاحتياجات الشخصية الأساسية ؟
645	corpus-6-train	MSA	هل هذه متجه إلى فندق جراند ؟
646	corpus-6-train	MSA	لا يوجد أحد هنا بهذا الاسم .
647	corpus-6-train	MSA	أين رجل الشرطة , من فضلك ؟
648	corpus-6-train	MSA	هل لي أن اقترض بعض الأشرطة اللاصقة ؟
650	corpus-6-test-corpus-26-train	MSA	أرغب في غرفة بحمام .
652	corpus-6-test-corpus-26-dev	MSA	لم يخرج من الماكينة شيء .
653	corpus-6-train	MSA	هل هذا معه ضمان ؟
655	corpus-6-train	MSA	ما هو تشخيصك ؟
656	corpus-6-train	MSA	إنها بنهاية الممر الموجود بالطابق السابع . أركب المصعد الموجود على يمينك من فضلك .
659	corpus-6-train	MSA	"نحن في محطة "" جونز ستريت "" ."
660	corpus-6-train	MSA	لم أفكر أبداً في الذهاب إلى الحفلات الموسيقية الكلاسيكية عندما كنت في اليابان .
666	corpus-6-train	MSA	هل يمكنك وصف هذا الطبق لي ؟
667	corpus-6-test-corpus-26-test	MSA	كان يفترض أن تسافر على الطائرة رقم ثمانية اثنان صفر التي أقلعت منذ خمس عشرة دقيقة . حسنا . بإمكاني تنظيم رحلة أخرى .
668	corpus-6-train	MSA	إنها هنا . مقاعدكم تقع بالقرب من هنا .
670	corpus-6-train	MSA	هو في رحلة عمل حتى يوم الجمعة القادم .
671	corpus-6-train	MSA	أنا وزوجتي سعداء جداً لأنك قادم لتقضي معنا نهاية الأسبوع حتى تجرب الحياة الأمريكية في الريف .
672	corpus-6-train	MSA	إنها التالية من على اليمن .
673	corpus-6-test-corpus-26-train	MSA	شخص ما فتح الطرد الخاص بي .
674	corpus-6-train	MSA	نعم من فضلك . اسمي كيروساوا . حتى متى يمكنك أن تحتفظ بتذكرتي ؟
676	corpus-6-train	MSA	من أين يمكنني شراء تذكرة لنقلى إلى المكان الذي أريده ؟
677	corpus-6-train	MSA	ستمائة دولار كل شهر بالإضافة إلى شهر مقدم وقيمة شهر آخر قيمة سمسرتنا .
678	corpus-6-train	MSA	هل تفضل المعطف ذو الصف الواحد من الأزرار أم ذو الصفين ؟
679	corpus-6-test-corpus-26-test	MSA	آوه , الأمر بسيط ، هل أنت هنا ، على أية حال .
680	corpus-6-test-corpus-26-train	MSA	شركة الخطوط الجوية اليابانية ، طائرة رقم واحد اثنان ثلاثة .
681	corpus-6-test-corpus-26-train	MSA	أرغب في شراء شامبو .
683	corpus-6-test-corpus-26-train	MSA	هل بإمكانك أن تخبرين متى نصل إلى مجمع الخدمات العامة .
684	corpus-6-train	MSA	سوف أعاود مرة ثانية بالباقي لك .
685	corpus-6-train	MSA	لا أنا لا أفعل .
686	corpus-6-train	MSA	يا لها من قطعة من الخزف . قيمة هذا الطبق ثلاثين دولارا ؟
687	corpus-6-train	MSA	هل لديك جاكيت جميل بسعر يبلغ قدره حوالي ثلاثين دولار .
688	corpus-6-test-corpus-26-train	MSA	ـ أين أقرب محل جزارة ؟
690	corpus-6-train	MSA	صحيح . هل لديك أية ردود فعل ثانوية أو نفور ؟
691	corpus-6-dev	MSA	بمجرد النظر إليها تبدو وكأنك قد التقطت بعض العدوى منها .
692	corpus-6-train	MSA	هل بإمكاني أخذ إيصال استلام , من فضلك ؟
693	corpus-6-train	MSA	يوجد ثلاثة منا .
694	corpus-6-train	MSA	أعرف . هل تتذكر كم دفعت لتذكرتك ؟
695	corpus-6-train	MSA	هلاّ شاركتني الشراب ؟
696	corpus-6-train	MSA	ما هو رقم غرفتي ؟
698	corpus-6-dev	MSA	هل يمكنني أخذ مقعدان من مقاعد الدور الثاني لهذا المساء ؟
699	corpus-6-train	MSA	أغلقت على المفتاح بداخل الغرفة .
700	corpus-6-train	MSA	هل تشمل الضرائب ؟
701	corpus-6-train	MSA	معذرة . هل يمكنك أن تخبرين عن الطريق إلى محطة السكة الحديدية , من فضلك ؟
702	corpus-6-dev	MSA	متى يفتح مكتب البريد ؟
703	corpus-6-test-corpus-26-train	MSA	نرغب في أن نقيم أربع ليالي بدءاً من أول أغسطس .
704	corpus-6-train	MSA	ولأن هذه الحقيبة مصنوعة من مادة الخمر فكما تلاحظ هي قوية جدة وعلى أحدث موضة .
705	corpus-6-train	MSA	الطعام جميل جداً ، لكني أكلت بما فيه الكفاية ، شكراً .
706	corpus-6-train	MSA	محفظتي سرقت مني في المترو .
707	corpus-6-train	MSA	لابد أن أتجه إلى السفارة اليابانية .
708	corpus-6-test-corpus-26-train	MSA	ما اسم هذه الوردة ؟
709	corpus-6-train	MSA	أليس باستطاعتك أن تعطيها لي مقابل سعر أقل ؟
710	corpus-6-train	MSA	هل هي لشيكاغو ؟
713	corpus-6-train	MSA	من فضلك اصرف هذا الشيك السياحي .
715	corpus-6-train	MSA	أنا مصاب بالحمى منذ أول من أمس ، حلقي يؤلمني بشدة لا أستطيع بلع أي طعام .
717	corpus-6-train	MSA	إنها بأعلى هنا على الحائط ومفتاح التكييف هنا . هل هناك أي شيء آخر سوف تحتاجه سيدي ؟
719	corpus-6-test-corpus-26-train	MSA	الخامس عشر من سبتمبر يوم احترام المسنين .
722	corpus-6-train	MSA	هل يمكنني أن أذهب هناك في الميعاد إذا غادرت من هنا الآن .
723	corpus-6-test-corpus-26-train	MSA	ليس هناك صابون في حجرتي .
724	corpus-6-train	MSA	موافق . ولكن أتمنى ألا تأخذ وقت طويل .
726	corpus-6-train	MSA	هل يمكنك ملأ الاستمارة لي ؟
728	corpus-6-train	MSA	لقد اشتريت هذه الحقيبة منذ فترة قصيرة ولكن السوستة لا تعمل .
730	corpus-6-train	MSA	أنت تتابع ؟
731	corpus-6-train	MSA	من فضلكم عودوا إلى الحافلة عند الثالثة .
732	corpus-6-train	MSA	ملايين من الناس تزور الأضرحة المشهورة في الصلاة الأولى من العام .
735	corpus-6-train	MSA	إذا كان ممكناً ارغب في مائدة بجوار النافذة .
736	corpus-6-train	MSA	ينبغي ألا أشرب أي شيء يحتوي على ملح .
738	corpus-6-train	MSA	أرغب في مقعد بجوار الممر , من فضلك .
739	corpus-6-train	MSA	من فضلك اعطني سعر تقديري .
740	corpus-6-train	MSA	هذا رائع ، شكراً .
741	corpus-6-test-corpus-26-dev	MSA	عندك أية شيء يمكن أن أتعاطه للطفح الجلدي ؟
742	corpus-6-test-corpus-26-train	MSA	هل يمكنك أن تغير الصياغة طبقاً لما قلته للتو ؟
743	corpus-6-train	MSA	متى سنرفع الأمر إليك ؟
747	corpus-6-train	MSA	أنا آسف . لقد بيعت كلها .
750	corpus-6-train	MSA	أود أن أرسل بطاقة البريد المصورة هذه إلى اليابان .
752	corpus-6-dev	MSA	أشكرك . هذا مفتاح غرفتك . الشيال سوف يحمل أمتعتك .
755	corpus-6-dev	MSA	احتفظ بأمتعتي , من فضلك .
756	corpus-6-train	MSA	أرغب في تأجير سيارة متوسطة الحجم بأربعة أبواب .
758	corpus-6-train	MSA	من أين يمكنني شراء الخزف ؟
759	corpus-6-train	MSA	قميصي رائحته عرق .
761	corpus-6-test-corpus-26-test	MSA	كم ستستغرق لكي تطلب ؟
763	corpus-6-train	MSA	كم ين معك ، سيدي ؟
764	corpus-6-train	MSA	أهلا , معي حجز .
765	corpus-6-train	MSA	من فضلك ناولني الملح والفلفل .
766	corpus-6-train	MSA	أنا حجزت من خلال مكتب طوكيو . سوف أتأخر قليلاً في تسجيل اسمي هذه الليلة .
767	corpus-6-train	MSA	هيا نتسوق بسرعة .
768	corpus-6-train	MSA	أنا طلبت مقعد غير مسموح فيه التدخين عندما سجلت اسمي ولكن هذا المقعد مسموح فيه التدخين .
769	corpus-6-train	MSA	دعنا نذهب لتناول شراب .
770	corpus-6-train	MSA	اقترح عليك أن تشتري هذا النوع من السمك ، سنابر الأحمر .
773	corpus-6-test-corpus-26-train	MSA	لا أستطيع أن أفعل ذلك , لكني سوف أضعها في الحقيبة لك .
774	corpus-6-train	MSA	هل لك أن ترفع صوتك قليلاً من فضلك ؟
775	corpus-6-train	MSA	هل هناك موعد ومكان محدد ؟
776	corpus-6-train	MSA	لك جزيل الشكر ، كنت أود أن أحضر ولكني أخشى أن يكون لدي موعد آخر .
777	corpus-6-test-corpus-26-train	MSA	كم تستغرق حتى تصبح متاحة .
778	corpus-6-train	MSA	في كليات أمريكا كرة البيسبول هي اللعبة الأكثر شعبية .
779	corpus-6-train	MSA	سوف أعطيك عقار مسكن للألم .
780	corpus-6-train	MSA	هل من الممكن أن تخبرني متى يقترب القطار من أكسفورد ؟ أخشى أن أظل راكبا بعد ذلك .
